S.No,Date,(Node 01) Battery Voltage ,(Node 01) Soil EC,(Node 01) Soil Moisture ,(Node 01) Soil Temperature ,(Node 01) Solar Voltage ,(Node 02) Battery Voltage ,(Node 02) Soil EC,(Node 02) Soil Moisture ,(Node 02) Soil Temperature ,(Node 02) Solar Voltage ,(Node 03) Battery Voltage ,(Node 03) Soil EC,(Node 03) Soil Moisture ,(Node 03) Soil Temperature ,(Node 03) Solar Voltage ,(Node 04) Battery Voltage ,(Node 04) Soil EC,(Node 04) Soil Moisture ,(Node 04) Soil Temperature ,(Node 04) Solar Voltage 
2508,12/20/2022- 10:04:02 PM,4.13,203.86,25.34,23.11,0.06,,,,,,,,,,,,,,,
2509,12/20/2022- 10:14:24 PM,4.13,201.42,25.29,23.22,0.06,,,,,,,,,,,,,,,
2510,12/20/2022- 10:25:49 PM,4.13,200.2,25.44,23.13,0.06,,,,,,,,,,,,,,,
2511,12/20/2022- 10:36:26 PM,4.13,207.52,25.24,23.19,0.06,,,,,,,,,,,,,,,
2512,12/20/2022- 10:46:48 PM,4.12,202.64,25.15,23.25,0.06,,,,,,,,,,,,,,,
2513,12/20/2022- 10:58:13 PM,4.12,203.86,25.27,23.19,0.06,,,,,,,,,,,,,,,
2514,12/20/2022- 11:08:48 PM,4.12,207.52,25.44,23.13,0.06,,,,,,,,,,,,185.55,,21.32,
2515,12/20/2022- 11:19:11 PM,4.12,211.18,25.37,23.28,0.06,,,,,,,,,,,,,,,
2516,12/20/2022- 11:30:35 PM,4.12,202.64,25.39,23.31,0.06,,,,,,,,,,,,,,,
2517,12/20/2022- 11:41:11 PM,4.12,208.74,25.22,23.22,0.06,,,,,,,,,,,,,,,
2518,12/20/2022- 11:52:35 PM,4.12,206.3,25.34,23.13,0.06,,,,,,,,,,,,,,,
2519,12/21/2022- 12:03:12 AM,4.12,209.96,25.37,23.25,0.06,,,,,,,,,,,,,,,
2520,12/21/2022- 12:13:34 AM,4.12,205.08,25.17,23.22,0.06,,,,,,,,,,,,,,,
2521,12/21/2022- 12:24:58 AM,4.11,206.3,25.32,23.22,0.06,,,,,,,,,,,,,,,
2522,12/21/2022- 12:35:34 AM,4.11,203.86,25.24,23.16,0.06,,,,,,,,,,,,,,,
2523,12/21/2022- 12:45:56 AM,4.11,207.52,25.51,23.11,0.06,,,,,,,,,,,,,,,
2524,12/21/2022- 12:57:20 AM,4.11,209.96,25.27,23.19,0.06,,,,,,,,,,,,,,,
2525,12/21/2022- 1:07:55 AM,4.11,203.86,25.34,23.19,0.06,,,,,,,,,,,,,,,
2526,12/21/2022- 1:18:18 AM,4.11,208.74,25.07,23.16,0.06,4.16,122.07,21.8,22.58,0.1,,,,,,,,,,
2527,12/21/2022- 1:29:43 AM,4.11,,25.44,,0.06,,,,,,,,,,,,,,,
2528,12/21/2022- 1:40:19 AM,4.11,208.74,25.15,23.19,0.06,,,,,,4.11,157.47,27.91,22.31,0.05,,,,,
2529,12/21/2022- 1:50:41 AM,4.11,211.18,25.12,23.22,0.06,,,,,,,,,,,,,,,
2530,12/21/2022- 2:02:05 AM,4.11,207.52,,23.13,0.06,,,,,,4.11,,27.71,,0.04,,,,,
2531,12/21/2022- 2:12:41 AM,4.1,202.64,25.29,23.19,0.06,,,,,,,,,,,,,,,
2532,12/21/2022- 2:23:03 AM,4.1,214.84,25.27,23.25,0.06,,,,,,,,,,,,190.43,,21.17,
2533,12/21/2022- 2:34:42 AM,4.1,,25.17,,0.06,,,,,,,,,,,,,,,
2534,12/21/2022- 2:45:06 AM,4.1,206.3,25.32,23.16,0.06,,,,,,,,,,,,,,,
2535,12/21/2022- 2:55:28 AM,4.1,206.3,25.39,23.19,0.06,,,,,,,,,,,,,,,
2536,12/21/2022- 3:07:06 AM,4.1,207.52,25.42,23.08,0.06,,,,,,,,,,,,,,,
2537,12/21/2022- 3:17:28 AM,4.1,206.3,25.02,23.13,0.06,,,,,,,,,,,,,,,
2538,12/21/2022- 3:27:50 AM,4.1,201.42,25.27,23.16,0.06,,,,,,,,,,,,,,,
2539,12/21/2022- 3:39:28 AM,4.1,208.74,25.17,23.11,0.06,,,,,,,,,,,,,,,
2540,12/21/2022- 3:49:50 AM,4.1,213.62,25.22,23.11,0.06,,,,,,,,,,,,,,,
2541,12/21/2022- 4:00:13 AM,4.1,203.86,25.22,22.96,0.06,,,,,,,,,,,,,,,
2542,12/21/2022- 4:11:51 AM,4.1,208.74,25.17,22.87,0.06,,,,,,,,,,,,,,,
2543,12/21/2022- 4:22:13 AM,4.1,206.3,25.22,22.93,0.06,,,,,,,,,,,,,,,
2544,12/21/2022- 4:32:35 AM,4.1,,25.22,,0.06,,,,,,,,,,,,,,,
2545,12/21/2022- 4:44:13 AM,4.1,209.96,25.39,23.11,0.06,,,,,,,,,,,,,,,
2546,12/21/2022- 4:54:36 AM,4.09,207.52,25.15,23.05,0.06,,,,,,,,,,,,,,,
2547,12/21/2022- 5:05:11 AM,4.09,205.08,25.17,23.02,0.06,,,,,,,,,,,,,,,
2548,12/21/2022- 5:16:35 AM,4.09,206.3,25.07,23.05,0.06,,,,,,,,,,,,,,,
2549,12/21/2022- 5:26:58 AM,4.09,205.08,25.2,22.96,0.06,,,,,,,,,,,,,,,
2550,12/21/2022- 5:37:35 AM,4.09,201.42,25.12,22.96,0,4.14,119.63,21.61,22.11,0.05,,,,,,4.07,195.31,25.07,20.88,0.04
2551,12/21/2022- 5:49:00 AM,4.09,,25,,0.01,4.14,122.07,21.51,22.29,0.06,,,,,,,,,,
2552,12/21/2022- 5:59:21 AM,4.09,203.86,25.02,23.16,0.05,,,,,,,151.37,,22.49,,,,,,
2553,12/21/2022- 6:09:58 AM,4.09,200.2,24.93,22.93,0.53,,,,,,,,,,,,,,,
2554,12/21/2022- 6:21:22 AM,4.09,208.74,24.98,22.93,2.46,,,,,,,,,,,,,,,
2555,12/21/2022- 6:31:45 AM,4.09,206.3,25.29,22.96,3.74,,,,,,,,,,,,,,,
2556,12/21/2022- 6:42:20 AM,4.09,207.52,25.17,22.96,3.96,,,,,,,,,,,,,,,
2557,12/21/2022- 6:53:45 AM,4.09,201.42,25.15,22.87,4,,,,,,,,,,,,,,,
2558,12/21/2022- 7:04:07 AM,4.09,202.64,25.2,22.96,4.03,,,,,,,,,,,,,,,
2559,12/21/2022- 7:14:45 AM,4.11,207.52,25.17,23.22,4.09,,,,,,,,,,,,,,,
2560,12/21/2022- 7:26:09 AM,4.12,209.96,25.29,23.16,4.14,,,,,,,,,,,,,,,
2561,12/21/2022- 7:36:44 AM,4.13,202.64,25.34,23.16,4.19,,,,,,,,,,,,,,,
2562,12/21/2022- 7:47:06 AM,4.16,213.62,25.15,23.19,4.34,,,,,,,,,,,,,,,
2563,12/21/2022- 7:58:31 AM,4.19,212.4,25.07,23.25,4.43,,,,,,,,,,,,,,,
2564,12/21/2022- 8:09:08 AM,4.23,217.29,25.37,23.19,4.45,,,,,,,,,,,,,,,
2565,12/21/2022- 8:20:32 AM,4.24,218.51,25.37,23.25,4.85,,,,,,,,,,,,,,,
2566,12/21/2022- 8:30:55 AM,4.24,219.73,25.2,23.19,4.38,,,,,,,,,,,,,,,
2567,12/21/2022- 8:41:30 AM,4.25,214.84,25.56,23.28,4.37,,,,,,,,,,,,,,,
2568,12/21/2022- 8:52:55 AM,4.26,220.95,25.63,23.13,4.33,,,,,,,,,,,,,,,
2569,12/21/2022- 9:03:18 AM,4.27,219.73,25.37,23.37,4.41,,,,,,,,,,,4.19,187.99,25.34,20.67,4.36
2570,12/21/2022- 9:13:55 AM,4.28,227.05,25.46,23.22,4.34,,,,,,,,,,,,,,,
2571,12/21/2022- 9:25:19 AM,4.22,208.74,25.05,22.87,5,,,,,,,,,,,,,,,
2572,12/21/2022- 9:35:41 AM,4.22,208.74,25.32,22.87,5,,,,,,,,,,,,,,,
2573,12/21/2022- 9:47:20 AM,4.27,219.73,25.39,23.31,4.34,,,,,,,,,,,,,,,
2574,12/21/2022- 9:57:42 AM,4.28,218.51,25.27,23.19,4.43,,,,,,,,,,,,,,,
2575,12/21/2022- 10:08:19 AM,4.28,225.83,25.2,23.34,4.55,4.26,122.07,21.36,21.49,4.82,4.17,166.02,27.61,21.93,5,,,,,
2576,12/21/2022- 10:19:44 AM,4.27,214.84,25.29,23.13,4.88,4.24,118.41,21,21.29,5,4.17,157.47,27.32,21.87,5,,,,,
2577,12/21/2022- 10:30:06 AM,4.27,209.96,25.59,22.99,4.47,,,,,,,,,,,,,,,
2578,12/21/2022- 10:41:46 AM,4.24,214.84,25,22.72,5,4.24,120.85,21.17,21.23,4.57,,,,,,,,,,
2579,12/21/2022- 10:52:09 AM,4.23,207.52,24.73,22.61,5,,,,,,,,,,,,,,,
2580,12/21/2022- 11:03:33 AM,4.27,220.95,25.17,23.05,5,,,,,,,,,,,,,,,
2581,12/21/2022- 11:14:12 AM,4.24,207.52,25,22.7,5,,,,,,,,,,,,,,,
2582,12/21/2022- 11:24:35 AM,4.24,,25,,5,,,,,,,,,,,,,,,
2583,12/21/2022- 11:36:00 AM,4.24,203.86,24.85,22.52,5,,,,,,,,,,,,,,,
2584,12/21/2022- 11:46:36 AM,4.23,202.64,24.88,22.46,5,,,,,,,,,,,,,,,
2585,12/21/2022- 11:58:00 AM,4.24,203.86,24.85,22.7,5,,,,,,,,,,,,,,,
2586,12/21/2022- 12:08:22 PM,4.23,200.2,24.83,22.55,5,,,,,,,,,,,,181.88,,20.53,
2587,12/21/2022- 12:20:02 PM,4.26,,24.95,,5,,,,,,,,,,,,,,,
2588,12/21/2022- 12:30:24 PM,4.24,209.96,24.73,22.87,5,,,,,,,,,,,,,,,
2589,12/21/2022- 12:40:59 PM,4.24,,24.66,,5,,,,,,,,,,,,,,,
2590,12/21/2022- 12:52:23 PM,4.24,197.75,24.98,22.58,5,,,,,,,,,,,,,,,
2591,12/21/2022- 1:03:48 PM,4.24,211.18,24.78,22.46,5,,,,,,,,,,,,,,,
2592,12/21/2022- 1:14:25 PM,4.24,207.52,24.8,22.49,5,,,,,,,,,,,,,,,
2593,12/21/2022- 1:24:47 PM,4.24,203.86,24.71,22.46,5,,,,,,,,,,,,,,,
2594,12/21/2022- 1:36:14 PM,4.24,207.52,24.63,22.52,5,,,,,,,,,,,,,,,
2595,12/21/2022- 1:46:50 PM,4.24,205.08,24.73,22.64,5,,,,,,,,,,,,,,,
2596,12/21/2022- 1:58:15 PM,4.24,196.53,24.56,22.4,5,,,,,,,,,,,,,,,
2597,12/21/2022- 2:08:37 PM,4.24,209.96,24.78,22.78,4.27,,,,,,,,,,,,,,,
2598,12/21/2022- 2:20:14 PM,4.25,201.42,24.61,22.75,4.24,,,,,,,,,,,,,,,
2599,12/21/2022- 2:30:36 PM,4.26,201.42,24.68,22.81,4.28,,,,,,4.23,174.56,27.2,21.96,4.24,,,,,
2600,12/21/2022- 2:41:13 PM,4.25,,24.56,,4.25,,,,,,,,,,,,,,,
2601,12/21/2022- 2:52:37 PM,4.25,198.97,24.73,22.75,4.23,,,,,,4.23,158.69,27.27,21.93,4.21,,,,,
2602,12/21/2022- 3:02:59 PM,4.26,201.42,24.68,22.64,5,4.27,113.53,20.83,21.67,4.29,,,,,,,,,,
2603,12/21/2022- 3:13:35 PM,4.26,,24.66,,4.26,,,,,,,,,,,,,,,
2604,12/21/2022- 3:24:59 PM,4.26,196.53,24.63,22.72,4.25,,,,,,,,,,,,,,,
2605,12/21/2022- 3:35:21 PM,4.25,196.53,24.41,22.61,4.21,,,,,,,,,,,,,,,
2606,12/21/2022- 3:47:00 PM,4.26,,24.73,,4.22,,,,,,,,,,,,,,,
2607,12/21/2022- 3:57:22 PM,4.26,196.53,24.41,22.84,4.22,,,,,,,,,,,,,,,
2608,12/21/2022- 4:08:46 PM,4.26,195.31,24.51,22.58,4.17,,,,,,,,,,,,,,,
2609,12/21/2022- 4:19:21 PM,4.24,189.21,24.66,22.49,4.11,,,,,,,,,,,,,,,
2610,12/21/2022- 4:29:43 PM,4.23,198.97,24.58,22.78,3.9,,,,,,,,,,,,,,,
2611,12/21/2022- 4:41:07 PM,4.22,194.09,24.76,22.9,3.32,,,,,,,,,,,,,,,
2612,12/21/2022- 4:51:43 PM,4.21,191.65,24.61,22.67,1.12,,,,,,,,,,,,,,,
2613,12/21/2022- 5:02:05 PM,4.21,,24.34,,0.19,,,,,,,,,,,,,,,
2614,12/21/2022- 5:24:17 PM,4.2,187.99,24.68,22.78,0.07,,,,,,,,,,,,,,,
2615,12/21/2022- 5:35:05 PM,4.19,201.42,24.61,22.64,0.06,,,,,,,,,,,,,,,
2616,12/21/2022- 5:45:41 PM,4.19,192.87,24.46,22.75,0.07,,,,,,,,,,,,,,,
2617,12/21/2022- 5:57:06 PM,4.18,191.65,24.58,22.75,0.06,,,,,,,,,,,,,,,
2618,12/21/2022- 6:07:28 PM,4.18,198.97,24.68,22.75,0.07,,,,,,,,,,,,,,,
2619,12/21/2022- 6:18:04 PM,4.17,191.65,24.41,22.67,0.07,,,,,,,,,,,,,,,
2620,12/21/2022- 6:29:29 PM,4.17,195.31,24.49,22.84,0.06,,,,,,,,,,,,,,,
2621,12/21/2022- 6:39:51 PM,4.17,192.87,24.78,22.75,0.07,,,,,,,,,,,4.14,185.55,24.9,21.46,0.04
2622,12/21/2022- 6:50:25 PM,4.16,200.2,24.63,22.72,0.07,,,,,,,,,,,,190.43,,21.44,
2623,12/21/2022- 7:01:50 PM,4.16,196.53,24.56,22.78,0.07,,,,,,4.16,161.13,27.39,21.96,0.06,4.13,200.2,24.76,21.52,0.04
2624,12/21/2022- 7:12:12 PM,4.16,194.09,24.63,22.67,0.06,,,,,,,,,,,,,,,
2625,12/21/2022- 7:22:49 PM,4.15,,24.39,,0.07,4.19,111.08,21.17,22.05,0.09,,,,,,,,,,
2626,12/21/2022- 7:34:14 PM,4.15,203.86,24.56,22.87,0.07,4.19,119.63,20.83,22.46,0.09,,,,,,,,,,
2627,12/21/2022- 7:44:49 PM,4.15,197.75,24.51,22.75,0.07,4.19,118.41,21,22.46,0.1,,,,,,,,,,
2628,12/21/2022- 7:56:14 PM,4.15,196.53,24.49,22.75,0.06,4.19,120.85,21.19,22.34,0.1,,,,,,,,,,
2629,12/21/2022- 8:06:36 PM,4.15,197.75,24.68,22.84,0.07,,,,,,,,,,,,,,,
2630,12/21/2022- 8:17:12 PM,4.15,197.75,24.61,22.75,0.07,,,,,,,,,,,,,,,
2631,12/21/2022- 8:39:28 PM,4.14,195.31,24.54,22.9,0.07,,,,,,,,,,,,,,,
2632,12/21/2022- 8:50:04 PM,4.14,195.31,24.58,22.78,0.07,,,,,,,,,,,,,,,
2633,12/21/2022- 9:00:26 PM,4.14,200.2,24.83,22.81,0.07,,,,,,,,,,,,,,,
2634,12/21/2022- 9:11:51 PM,4.14,201.42,24.46,22.67,0.08,,,,,,,,,,,,,,,
2635,12/21/2022- 9:22:27 PM,4.13,197.75,24.49,22.78,0.08,,,,,,,,,,,,,,,
2636,12/21/2022- 9:32:49 PM,4.13,197.75,24.58,22.87,0.07,,,,,,,,,,,,,,,
2637,12/21/2022- 9:44:13 PM,4.13,201.42,24.58,22.81,0.07,,,,,,,,,,,,,,,
2638,12/21/2022- 9:54:49 PM,4.13,197.75,24.39,22.84,0.07,,,,,,,,,,,,,,,
2639,12/21/2022- 10:05:12 PM,4.13,200.2,24.46,22.84,0.07,,,,,,,,,,,4.11,187.99,25.17,21.2,0.05
2640,12/21/2022- 10:16:50 PM,4.13,196.53,24.37,22.84,0.07,,,,,,,,,,,4.1,191.65,24.88,21.38,0.05
2641,12/21/2022- 10:27:12 PM,4.13,198.97,24.49,22.81,0.07,,,,,,,,,,,,,,,
2642,12/21/2022- 10:37:35 PM,4.13,189.21,24.54,22.9,0.07,,,,,,,,,,,,,,,
2643,12/21/2022- 10:49:13 PM,4.12,200.2,24.49,22.78,0.07,,,,,,,,,,,,,,,
2644,12/21/2022- 10:59:35 PM,4.12,194.09,24.56,22.72,0.07,,,,,,,,,,,,,,,
2645,12/21/2022- 11:10:59 PM,4.12,198.97,24.56,22.9,0.07,,,,,,,,,,,,,,,
2646,12/21/2022- 11:21:35 PM,4.12,203.86,24.51,22.96,0.07,,,,,,4.12,172.12,27.17,21.99,0.06,,,,,
2647,12/21/2022- 11:31:57 PM,4.12,203.86,24.46,22.78,0.07,,,,,,,,,,,,,,,
2648,12/21/2022- 11:43:21 PM,4.12,196.53,24.76,23.02,0.07,,,,,,,,,,,,,,,
2649,12/21/2022- 11:53:57 PM,4.12,200.2,24.61,22.84,0.07,,,,,,,,,,,,,,,
2650,12/22/2022- 12:04:20 AM,4.12,197.75,24.37,22.84,0.07,4.16,114.75,21.09,22.11,0.1,,,,,,,,,,
2651,12/22/2022- 12:15:45 AM,4.11,,24.73,,0.07,,,,,,,,,,,,,,,
2652,12/22/2022- 12:26:20 AM,4.12,196.53,24.63,22.96,0.07,4.16,115.97,20.92,22.23,0.1,,,,,,,,,,
2653,12/22/2022- 12:36:43 AM,4.12,198.97,24.49,22.9,0.07,,,,,,,,,,,,,,,
2654,12/22/2022- 12:58:42 AM,4.11,194.09,24.51,22.84,0.07,,,,,,,,,,,,,,,
2655,12/22/2022- 1:09:03 AM,4.11,201.42,24.71,22.87,0.07,,,,,,,,,,,,192.87,,21.2,
2656,12/22/2022- 1:30:49 AM,4.11,195.31,24.37,22.87,0.07,,,,,,,,,,,,,,,
2657,12/22/2022- 1:42:14 AM,4.11,201.42,24.66,22.7,0.07,,,,,,,,,,,,,,,
2658,12/22/2022- 1:52:50 AM,4.11,197.75,24.44,22.78,0.07,,,,,,,,,,,,,,,
2659,12/22/2022- 2:03:12 AM,4.11,198.97,24.54,22.81,0.07,,,,,,,,,,,,,,,
2660,12/22/2022- 2:14:36 AM,4.11,196.53,24.39,22.96,0.07,,,,,,,,,,,,,,,
2661,12/22/2022- 2:25:11 AM,4.11,196.53,24.46,22.96,0.07,,,,,,,,,,,,,,,
2662,12/22/2022- 2:35:33 AM,4.1,197.75,24.56,22.87,0.07,,,,,,,,,,,,,,,
2663,12/22/2022- 2:46:57 AM,4.1,195.31,24.46,22.78,0.07,,,,,,,,,,,,,,,
2664,12/22/2022- 2:57:33 AM,4.1,192.87,24.46,22.75,0.07,,,,,,,,,,,,,,,
2665,12/22/2022- 3:07:55 AM,4.1,196.53,24.58,22.96,0.07,,,,,,,,,,,,,,,
2666,12/22/2022- 3:19:20 AM,4.1,197.75,24.78,22.81,0.07,,,,,,,,,,,,,,,
2667,12/22/2022- 3:29:54 AM,4.1,202.64,24.56,22.81,0.07,,,,,,,159.91,,22.2,,,,,,
2668,12/22/2022- 3:41:19 AM,4.1,197.75,24.32,22.87,0.07,,,,,,4.1,162.35,27.61,21.93,0.06,,,,,
2669,12/22/2022- 3:51:56 AM,4.1,197.75,24.44,22.78,0.07,,,,,,4.1,164.79,27.34,22.14,0.06,,,,,
2670,12/22/2022- 4:02:18 AM,4.1,198.97,24.58,22.87,0.07,,,,,,,,,,,,,,,
2671,12/22/2022- 4:13:43 AM,4.1,197.75,24.73,22.81,0.07,,,,,,,,,,,,,,,
2672,12/22/2022- 4:24:31 AM,4.1,201.42,24.49,22.75,0.07,,,,,,,,,,,,,,,
2673,12/22/2022- 4:34:53 AM,4.1,190.43,24.8,22.81,0.07,4.14,113.53,20.9,22.11,0.11,,,,,,4.07,180.66,24.76,20.88,0.05
2674,12/22/2022- 4:45:15 AM,4.1,196.53,24.34,22.9,0.07,4.14,108.64,21,21.87,0.1,,,,,,,,,,
2675,12/22/2022- 4:56:54 AM,4.09,201.42,24.37,22.96,0.07,4.14,107.42,21.04,22.05,0.11,,,,,,,,,,
2676,12/22/2022- 5:07:16 AM,4.09,189.21,24.56,22.72,0.07,,,,,,,,,,,,,,,
2677,12/22/2022- 5:17:39 AM,4.09,203.86,24.44,22.7,0.07,,,,,,,,,,,,,,,
2678,12/22/2022- 5:29:17 AM,4.09,195.31,24.71,22.72,0.07,,,,,,,,,,,,,,,
2679,12/22/2022- 5:39:39 AM,4.09,200.2,24.49,22.72,0,,,,,,,,,,,,,,,
2680,12/22/2022- 5:51:03 AM,4.09,200.2,24.58,22.81,0.01,,,,,,,,,,,,,,,
2681,12/22/2022- 6:01:37 AM,4.09,194.09,24.37,22.84,0.07,,,,,,,,,,,,,,,
2682,12/22/2022- 6:12:04 AM,4.09,196.53,24.51,22.93,0.75,,,,,,,,,,,,,,,
2683,12/22/2022- 6:22:41 AM,4.09,196.53,24.29,22.84,2.63,,,,,,,,,,,,,,,
2684,12/22/2022- 6:44:55 AM,4.09,201.42,24.51,22.67,3.98,,,,,,,,,,,,,,,
2685,12/22/2022- 6:55:31 AM,4.09,192.87,24.71,22.64,4.02,,,,,,,,,,,,,,,
2686,12/22/2022- 7:05:54 AM,4.1,196.53,24.71,22.93,4.06,,,,,,,,,,,,,,,
2687,12/22/2022- 7:17:18 AM,4.11,194.09,24.44,22.9,4.09,,,,,,,,,,,,,,,
2688,12/22/2022- 7:27:53 AM,4.13,200.2,24.71,22.96,4.21,,,,,,,,,,,,,,,
2689,12/22/2022- 7:38:15 AM,4.15,205.08,24.56,22.75,4.34,,,,,,4.14,157.47,27.2,21.99,4.41,4.09,184.33,24.68,20.79,4.12
2690,12/22/2022- 7:49:40 AM,4.19,205.08,24.85,22.9,4.46,,,,,,4.15,158.69,27.37,22.23,4.49,4.1,185.55,24.78,20.56,4.17
2691,12/22/2022- 8:00:17 AM,4.24,208.74,24.95,22.96,4.57,,,,,,4.19,155.03,26.98,22.2,4.71,4.12,187.99,24.83,20.67,4.23
2692,12/22/2022- 8:10:39 AM,4.24,208.74,24.78,23.02,4.45,,,,,,,,,,,,,,,
2693,12/22/2022- 8:22:03 AM,4.25,212.4,24.76,22.93,4.43,,,,,,,,,,,,,,,
2694,12/22/2022- 8:32:38 AM,4.26,212.4,24.85,22.99,4.36,,,,,,,,,,,,,,,
2695,12/22/2022- 8:44:02 AM,4.21,194.09,24.41,22.46,5,,,,,,,,,,,,,,,
2696,12/22/2022- 8:54:38 AM,4.2,198.97,24.51,22.46,5,,,,,,,,,,,,,,,
2697,12/22/2022- 9:05:20 AM,4.19,184.33,24.24,22.55,5,,,,,,,,,,,,,,,
2698,12/22/2022- 9:16:45 AM,4.19,194.09,24.44,22.4,5,,,,,,,,,,,,,,,
2699,12/22/2022- 9:27:22 AM,4.19,186.77,24.61,22.58,5,4.26,109.86,20.87,21.55,4.7,,,,,,,,,,
2700,12/22/2022- 9:37:44 AM,4.18,189.21,24.44,22.43,5,,,,,,,,,,,,,,,
2701,12/22/2022- 9:49:08 AM,4.19,195.31,24.44,22.64,5,,,,,,,,,,,,,,,
2702,12/22/2022- 9:59:43 AM,4.19,185.55,24.29,22.58,5,,,,,,,,,,,,,,,
2703,12/22/2022- 10:11:07 AM,4.19,194.09,24.49,22.49,5,,,,,,,,,,,,,,,
2704,12/22/2022- 10:21:30 AM,4.18,194.09,24.46,22.78,5,,,,,,,,,,,,,,,
2705,12/22/2022- 10:33:07 AM,4.18,205.08,24.56,22.58,5,,,,,,,,,,,,,,,
2706,12/22/2022- 10:43:30 AM,4.18,198.97,24.56,22.37,5,,,,,,,,,,,,,,,
2707,12/22/2022- 10:54:56 AM,4.18,208.74,24.44,22.58,5,,,,,,,,,,,,,,,
2708,12/22/2022- 11:05:32 AM,4.18,198.97,24.46,22.55,5,,,,,,,,,,,4.17,190.43,24.83,20.53,5
2709,12/22/2022- 11:15:54 AM,4.18,201.42,24.37,22.52,5,,,,,,,,,,,,,,,
2710,12/22/2022- 11:27:32 AM,4.18,200.2,24.37,22.34,5,,,,,,,,,,,,,,,
2711,12/22/2022- 11:37:54 AM,4.18,207.52,24.15,22.46,5,,,,,,,,,,,,,,,
2712,12/22/2022- 11:49:19 AM,4.18,203.86,24.37,22.46,5,,,,,,,,,,,,,,,
2713,12/22/2022- 11:59:55 AM,4.18,196.53,24.15,22.49,5,,,,,,4.17,157.47,26.83,22.05,5,,,,,
2714,12/22/2022- 12:11:20 PM,4.18,202.64,24.19,22.7,5,,,,,,4.16,158.69,26.88,21.96,5,,,,,
2715,12/22/2022- 12:21:42 PM,4.18,201.42,24.22,22.52,5,,,,,,,,,,,,,,,
2716,12/22/2022- 12:32:17 PM,4.23,212.4,24.73,22.93,4.3,,,,,,,,,,,,,,,
2717,12/22/2022- 12:43:42 PM,4.25,202.64,24.68,22.84,4.41,,,,,,,,,,,,,,,
2718,12/22/2022- 12:54:04 PM,4.22,195.31,24.27,22.55,5,,,,,,,,,,,,,,,
2719,12/22/2022- 1:05:42 PM,4.27,213.62,24.71,22.93,4.54,,,,,,,,,,,,,,,
2720,12/22/2022- 1:16:04 PM,4.23,194.09,24.32,22.52,5,,,,,,,,,,,,,,,
2721,12/22/2022- 1:38:04 PM,4.27,203.86,24.46,22.75,4.97,,,,,,,,,,,,,,,
2722,12/22/2022- 1:49:28 PM,4.23,200.2,24.19,22.34,5,,,,,,,,,,,,,,,
2723,12/22/2022- 2:00:04 PM,4.27,208.74,24.49,22.72,5,4.24,113.53,20.68,21.49,5,,,,,,,,,,
2724,12/22/2022- 2:10:26 PM,4.24,197.75,24.24,22.55,5,,,,,,,,,,,,,,,
2725,12/22/2022- 2:21:51 PM,4.24,195.31,24.22,22.61,5,,,,,,,,,,,4.21,191.65,24.73,21.17,5
2726,12/22/2022- 2:32:27 PM,4.27,203.86,24.41,22.75,5,,,,,,,,,,,4.21,,24.9,,5
2727,12/22/2022- 2:43:52 PM,4.24,196.53,24.27,22.49,5,,,,,,,,,,,,,,,
2728,12/22/2022- 2:54:14 PM,4.24,206.3,24.19,22.67,5,,,,,,,,,,,,,,,
2729,12/22/2022- 3:05:52 PM,4.24,191.65,24.37,22.52,5,,,,,,,,,,,,,,,
2730,12/22/2022- 3:16:14 PM,4.27,203.86,24.32,22.67,4.48,,,,,,,,,,,,,,,
2731,12/22/2022- 3:27:39 PM,4.26,201.42,24.61,22.78,4.54,,,,,,,,,,,,,,,
2732,12/22/2022- 3:38:14 PM,4.26,203.86,24.12,22.64,4.38,,,,,,,,,,,,,,,
2733,12/22/2022- 3:48:37 PM,4.25,196.53,24.15,22.52,4.3,,,,,,,,,,,,,,,
2734,12/22/2022- 4:00:14 PM,4.25,203.86,24.34,22.52,4.23,,,,,,,,,,,,,,,
2735,12/22/2022- 4:10:37 PM,4.26,192.87,24.32,22.49,4.2,,,,,,,,,,,,,,,
2736,12/22/2022- 4:20:59 PM,4.25,,24.22,,4.16,,,,,,4.23,153.81,26.73,22.17,4.15,,,,,
2737,12/22/2022- 4:32:37 PM,4.24,197.75,24.12,22.58,4.12,,,,,,4.22,161.13,27.05,21.79,4.11,,,,,
2738,12/22/2022- 4:42:59 PM,4.23,184.33,24.17,22.61,3.59,,,,,,,,,,,,,,,
2739,12/22/2022- 4:54:24 PM,4.22,,24.07,,2.24,,,,,,,,,,,,,,,
2740,12/22/2022- 5:05:00 PM,4.21,194.09,24.24,22.67,0.32,,,,,,,,,,,,,,,
2741,12/22/2022- 5:15:22 PM,4.21,194.09,24.24,22.64,0.09,,,,,,,,,,,,,,,
2742,12/22/2022- 5:26:50 PM,4.2,198.97,24.22,22.58,0.06,,,,,,,,,,,,,,,
2743,12/22/2022- 5:37:25 PM,4.19,191.65,24.15,22.61,0.06,,,,,,,,,,,,183.11,,21.52,
2744,12/22/2022- 5:47:47 PM,4.19,198.97,24.29,22.7,0.06,,,,,,,,,,,,,,,
2745,12/22/2022- 5:59:12 PM,4.18,191.65,24.12,22.61,0.06,,,,,,,,,,,,,,,
2746,12/22/2022- 6:09:48 PM,4.18,190.43,24.1,22.61,0.06,,,,,,,,,,,,,,,
